Date,Hour_Ending,Load_MW
2023-03-06 15:00:00,16,10400
2023-03-06 16:00:00,17,10404
2023-03-06 17:00:00,18,11197
2023-03-06 18:00:00,19,11940
2023-03-06 19:00:00,20,11998
2023-03-06 20:00:00,21,12325
2023-03-06 21:00:00,22,11939
2023-03-06 22:00:00,23,11352
2023-03-06 23:00:00,24,12870
2023-03-07 00:00:00,1,11928
2023-03-07 01:00:00,2,10218
2023-03-07 02:00:00,3,10820
2023-03-07 03:00:00,4,11189
2023-03-07 04:00:00,5,9598
2023-03-07 05:00:00,6,8825
2023-03-07 06:00:00,7,9401
2023-03-07 07:00:00,8,8301
2023-03-07 08:00:00,9,8799
2023-03-07 09:00:00,10,8690
2023-03-07 10:00:00,11,8675
2023-03-07 11:00:00,12,9736
2023-03-07 12:00:00,13,9196
2023-03-07 13:00:00,14,9976
2023-03-07 14:00:00,15,9873
2023-03-07 15:00:00,16,11204
2023-03-07 16:00:00,17,10829
2023-03-07 17:00:00,18,11304
2023-03-07 18:00:00,19,11525
2023-03-07 19:00:00,20,12220
2023-03-07 20:00:00,21,11965
2023-03-07 21:00:00,22,11346
2023-03-07 22:00:00,23,11741
2023-03-07 23:00:00,24,11842
2023-03-08 00:00:00,1,10458
2023-03-08 01:00:00,2,10245
2023-03-08 02:00:00,3,10118
2023-03-08 03:00:00,4,10668
2023-03-08 04:00:00,5,9762
2023-03-08 05:00:00,6,9393
2023-03-08 06:00:00,7,9275
2023-03-08 07:00:00,8,8393
2023-03-08 08:00:00,9,9418
2023-03-08 09:00:00,10,8518
2023-03-08 10:00:00,11,9475
2023-03-08 11:00:00,12,10293
2023-03-08 12:00:00,13,9843
2023-03-08 13:00:00,14,10245
2023-03-08 14:00:00,15,10690
2023-03-08 15:00:00,16,10430
2023-03-08 16:00:00,17,11409
2023-03-08 17:00:00,18,11748
2023-03-08 18:00:00,19,10828
2023-03-08 19:00:00,20,11762
2023-03-08 20:00:00,21,12031
2023-03-08 21:00:00,22,11507
2023-03-08 22:00:00,23,12014
2023-03-08 23:00:00,24,12306
2023-03-09 00:00:00,1,11114
